No,Time,Humidity,Temperature,Pressure
7478,02/20/19 6:07,7.838,82.896,1.016
7479,02/20/19 6:08,7.834,82.943,1.016
7480,02/20/19 6:09,7.848,82.939,1.016
7481,02/20/19 6:10,7.838,82.928,1.016
7482,02/20/19 6:11,7.857,82.948,1.016
7483,02/20/19 6:12,7.853,82.985,1.016
7484,02/20/19 6:13,7.853,82.974,1.016
7485,02/20/19 6:14,7.862,82.935,1.016
7486,02/20/19 6:15,7.875,82.93,1.016
7487,02/20/19 6:16,7.876,82.95,1.016
7488,02/20/19 6:17,7.893,82.885,1.016
7489,02/20/19 6:18,7.893,82.895,1.016
7490,02/20/19 6:19,7.903,82.913,1.016
7491,02/20/19 6:20,7.907,82.883,1.016
7492,02/20/19 6:21,7.903,82.915,1.016
7493,02/20/19 6:22,7.921,82.906,1.016
7494,02/20/19 6:23,7.933,82.793,1.016
7495,02/20/19 6:24,7.934,82.854,1.016
7496,02/20/19 6:25,7.944,82.854,1.016
7497,02/20/19 6:26,7.957,82.848,1.016
7498,02/20/19 6:27,7.957,82.827,1.016
7499,02/20/19 6:28,7.966,82.811,1.016
7500,02/20/19 6:29,7.975,82.795,1.016
7501,02/20/19 6:30,7.976,82.848,1.016
7502,02/20/19 6:31,7.985,82.845,1.016
7503,02/20/19 6:32,8.003,82.813,1.016
7504,02/20/19 6:33,8.016,82.785,1.016
7505,02/20/19 6:34,8.03,82.754,1.016
7506,02/20/19 6:35,8.026,82.801,1.016
7507,02/20/19 6:36,8.04,82.82,1.016
7508,02/20/19 6:37,8.054,82.847,1.016
7509,02/20/19 6:38,8.051,82.903,1.016
7510,02/20/19 6:39,8.032,82.878,1.016
7511,02/20/19 6:40,8.054,82.848,1.016
7512,02/20/19 6:41,8.063,82.812,1.016
7513,02/20/19 6:42,8.069,82.896,1.016
7514,02/20/19 6:43,8.06,82.912,1.016
7515,02/20/19 6:44,8.061,82.986,1.016
7516,02/20/19 6:45,8.053,83.057,1.016
7517,02/20/19 6:46,8.039,83.091,1.016
7518,02/20/19 6:47,8.039,83.073,1.016
7519,02/20/19 6:48,8.031,83.118,1.016
7520,02/20/19 6:49,8.021,83.125,1.016
7521,02/20/19 6:50,8.039,83.077,1.016
7522,02/20/19 6:51,8.048,83.051,1.016
7523,02/20/19 6:52,8.059,83.126,1.016
7524,02/20/19 6:53,8.045,83.117,1.016
7525,02/20/19 6:54,8.05,83.157,1.016
7526,02/20/19 6:55,8.082,83.162,1.016
7527,02/20/19 6:56,8.101,83.198,1.016
7528,02/20/19 6:57,8.314,83.172,1.016
7529,02/20/19 6:58,8.215,83.059,1.016
7530,02/20/19 6:59,8.262,83.083,1.016
7531,02/20/19 7:00,8.229,83.076,1.016
7532,02/20/19 7:01,8.254,83.167,1.016
7533,02/20/19 7:02,8.24,83.189,1.016
7534,02/20/19 7:03,8.223,83.257,1.016
7535,02/20/19 7:04,8.251,83.263,1.016
7536,02/20/19 7:05,8.297,83.279,1.016
7537,02/20/19 7:06,8.22,83.408,1.016
7538,02/20/19 7:07,8.203,83.494,1.016
7539,02/20/19 7:08,8.19,83.553,1.016
7540,02/20/19 7:09,8.195,83.567,1.016
7541,02/20/19 7:10,8.204,83.564,1.016
7542,02/20/19 7:11,8.178,83.691,1.016
7543,02/20/19 7:12,8.178,83.671,1.016
7544,02/20/19 7:13,8.146,83.708,1.016
7545,02/20/19 7:14,8.169,83.693,1.016
7546,02/20/19 7:15,8.146,83.7,1.016
7547,02/20/19 7:16,8.155,83.727,1.016
7548,02/20/19 7:17,8.143,83.83,1.016
7549,02/20/19 7:18,8.133,83.799,1.016
7550,02/20/19 7:19,8.144,83.862,1.016
7551,02/20/19 7:20,8.13,83.88,1.016
7552,02/20/19 7:21,8.126,83.95,1.016
7553,02/20/19 7:22,8.099,84.013,1.016
7554,02/20/19 7:23,8.109,83.996,1.016
7555,02/20/19 7:24,8.127,83.983,1.016
7556,02/20/19 7:25,8.216,84.053,1.016
7557,02/20/19 7:26,8.157,84.127,1.016
7558,02/20/19 7:27,8.194,84.151,1.016
7559,02/20/19 7:28,8.139,84.162,1.016
7560,02/20/19 7:29,8.218,84.213,1.016
7561,02/20/19 7:30,8.18,84.147,1.016
7562,02/20/19 7:31,8.214,84.2,1.016
7563,02/20/19 7:32,8.116,84.211,1.016
7564,02/20/19 7:33,8.191,84.234,1.016
7565,02/20/19 7:34,8.108,84.262,1.016
7566,02/20/19 7:35,8.164,84.279,1.016
7567,02/20/19 7:36,8.131,84.26,1.016
7568,02/20/19 7:37,8.174,84.311,1.016
7569,02/20/19 7:38,8.146,84.343,1.016
7570,02/20/19 7:39,8.123,84.354,1.016
7571,02/20/19 7:40,8.165,84.33,1.016
7572,02/20/19 7:41,8.15,84.303,1.016
7573,02/20/19 7:42,8.165,84.329,1.016
7574,02/20/19 7:43,8.137,84.367,1.016
7575,02/20/19 7:44,8.124,84.409,1.016
7576,02/20/19 7:45,8.133,84.393,1.016
7577,02/20/19 7:46,8.147,84.431,1.016
7578,02/20/19 7:47,8.128,84.398,1.016
7579,02/20/19 7:48,8.179,84.336,1.016
7580,02/20/19 7:49,8.175,84.42,1.016
7581,02/20/19 7:50,8.166,84.444,1.016
7582,02/20/19 7:51,8.277,84.406,1.016
7583,02/20/19 7:52,8.212,84.428,1.016
7584,02/20/19 7:53,8.217,84.434,1.016
7585,02/20/19 7:54,8.209,84.488,1.015
7586,02/20/19 7:55,8.25,84.458,1.015
7587,02/20/19 7:56,8.188,84.375,1.015
7588,02/20/19 7:57,8.244,84.372,1.015
7589,02/20/19 7:58,8.324,84.43,1.015
7590,02/20/19 7:59,8.259,84.461,1.015
7591,02/20/19 8:00,8.344,84.498,1.015
7592,02/20/19 8:01,8.246,84.511,1.015
7593,02/20/19 8:02,8.316,84.49,1.015
7594,02/20/19 8:03,8.264,84.478,1.015
7595,02/20/19 8:04,8.283,84.474,1.015
7596,02/20/19 8:05,8.279,84.516,1.015
7597,02/20/19 8:06,8.437,84.542,1.015
7598,02/20/19 8:07,8.35,84.608,1.015
7599,02/20/19 8:08,8.317,84.591,1.015
7600,02/20/19 8:09,8.471,84.584,1.015
7601,02/20/19 8:10,8.396,84.598,1.015
7602,02/20/19 8:11,8.42,84.6,1.015
7603,02/20/19 8:12,8.578,84.595,1.015
7604,02/20/19 8:13,8.387,84.613,1.015
7605,02/20/19 8:14,8.364,84.608,1.015
7606,02/20/19 8:15,8.374,84.642,1.015
7607,02/20/19 8:16,8.425,84.619,1.015
7608,02/20/19 8:17,8.336,84.615,1.015
7609,02/20/19 8:18,8.318,84.657,1.015
7610,02/20/19 8:19,8.323,84.679,1.015
7611,02/20/19 8:20,8.309,84.665,1.015
7612,02/20/19 8:21,8.312,84.579,1.015
7613,02/20/19 8:22,8.355,84.6,1.015
7614,02/20/19 8:23,8.386,84.554,1.015
7615,02/20/19 8:24,8.36,84.663,1.015
7616,02/20/19 8:25,8.342,84.719,1.015
7617,02/20/19 8:26,8.435,84.671,1.015
7618,02/20/19 8:27,8.439,84.649,1.015
7619,02/20/19 8:28,8.401,84.57,1.015
7620,02/20/19 8:29,8.442,84.554,1.015
7621,02/20/19 8:30,8.443,84.599,1.015
7622,02/20/19 8:31,8.416,84.667,1.015
7623,02/20/19 8:32,8.416,84.681,1.015
7624,02/20/19 8:33,8.528,84.702,1.015
7625,02/20/19 8:34,8.491,84.667,1.015
7626,02/20/19 8:35,8.528,84.673,1.015
7627,02/20/19 8:36,8.476,84.654,1.015
7628,02/20/19 8:37,8.41,84.586,1.015
7629,02/20/19 8:38,8.693,84.489,1.016
7630,02/20/19 8:39,8.809,84.448,1.016
7631,02/20/19 8:40,8.567,84.471,1.016
7632,02/20/19 8:41,8.646,84.486,1.016
7633,02/20/19 8:42,8.619,84.513,1.016
7634,02/20/19 8:43,8.595,84.501,1.016
7635,02/20/19 8:44,8.707,84.48,1.016
7636,02/20/19 8:45,8.659,84.44,1.016
7637,02/20/19 8:46,8.659,84.434,1.016
7638,02/20/19 8:47,8.594,84.41,1.016
7639,02/20/19 8:48,8.789,84.344,1.016
7640,02/20/19 8:49,8.664,84.453,1.016
7641,02/20/19 8:50,8.683,84.428,1.015
7642,02/20/19 8:51,8.753,84.427,1.015
7643,02/20/19 8:52,8.654,84.414,1.015
7644,02/20/19 8:53,8.799,84.431,1.015
7645,02/20/19 8:54,8.679,84.483,1.015
7646,02/20/19 8:55,8.716,84.497,1.015
7647,02/20/19 8:56,8.749,84.501,1.015
7648,02/20/19 8:57,8.73,84.463,1.015
7649,02/20/19 8:58,8.936,84.48,1.015
7650,02/20/19 8:59,8.689,84.518,1.015
7651,02/20/19 9:00,8.68,84.561,1.015
7652,02/20/19 9:01,8.811,84.549,1.015
7653,02/20/19 9:02,8.736,84.574,1.015
7654,02/20/19 9:03,8.863,84.583,1.015
7655,02/20/19 9:04,8.756,84.609,1.015
7656,02/20/19 9:05,8.635,84.671,1.015
7657,02/20/19 9:06,8.864,84.639,1.015
7658,02/20/19 9:07,8.7,84.639,1.015
7659,02/20/19 9:08,8.686,84.616,1.015
7660,02/20/19 9:09,8.662,84.616,1.015
7661,02/20/19 9:10,8.654,84.654,1.015
7662,02/20/19 9:11,8.659,84.702,1.015
7663,02/20/19 9:12,8.742,84.666,1.015
7664,02/20/19 9:13,8.752,84.664,1.015
7665,02/20/19 9:14,8.743,84.684,1.015
7666,02/20/19 9:15,8.68,84.562,1.015
7667,02/20/19 9:16,8.639,84.594,1.015
7668,02/20/19 9:17,8.68,84.577,1.015
